"","date","co2","ch4","co","h20","cav.p","T0","T1","T2","lon","lat","alt.uav","alt.p","amb.press","pump.press","uav.speed"
"155",2020-02-25 10:54:52,422.980213933038,2016.13685994872,140.491891966672,0.0116497349695052,79.98517447,12.914,13.585,13.579,8.60649326378796,47.3897642973528,5.00000016,4.01100160672689,956.26,327.71,1.44176709575153
"156",2020-02-25 10:54:54,423.107611340003,2010.34442044177,143.52977492908,0.011394865555,79.989685059,12.896,13.596,13.574,8.60651430687224,47.3897872537104,5.00000016,6.72808978059738,955.95,331.38,1.34533556335787
"157",2020-02-25 10:54:56,423.223992441694,2008.36689014029,148.531658024917,0.011394865555,79.973366107,12.904,13.571,13.568,8.60653716816904,47.3898067051366,5.01764721938823,6.71130511778947,955.95,331.5,1.35470812791341
"158",2020-02-25 10:54:58,423.304179970528,2007.0586712307,151.867543598713,0.0120925962405408,79.973366107,12.901,13.5525,13.548,8.60656165081207,47.3898217793139,5.01764721938823,3.96065426137842,956.14,334.025,1.14294307100988
"159",2020-02-25 10:55:00,423.392238016976,2006.34410357011,153.094650894472,0.013025381006,80.0086898805,12.902,13.554,13.525,8.60658795495102,47.3898314554902,5.0875001628,6.06034891493888,955.95,335.64,0.848126405852
"160",2020-02-25 10:55:02,423.461489169295,2006.23517625768,152.377660420917,0.013025381006,80.003660881,12.902,13.547,13.536,8.60659433097501,47.3898312049746,5.44210543730526,6.66095113019216,956.26,332.8,0.134737065445053
"161",2020-02-25 10:55:04,423.484261924424,2006.19765636947,152.138507539514,0.0129419801446452,80.003660881,12.914,13.532,13.527,8.60659240218779,47.3898316278945,6.63888910133333,3.91030691719088,955.63,341.52,0.0222222590577778
"162",2020-02-25 10:55:06,423.507034679553,2006.16013648127,151.899354658111,0.0128585792832904,80.003660881,12.897,13.53,13.512,8.60659379668554,47.3898337503172,7.34444467946667,6.67148216232629,956.26,333.82,0.0444445181155556
"163",2020-02-25 10:55:08,423.627218434902,2006.17508084011,149.090891447497,0.012664616692,80.003166199,12.918,13.524,13.518,8.60659338452422,47.3898351218069,7.62105287545263,5.99321226668849,956.02,330.39,0.00526316661894737
"164",2020-02-25 10:55:10,423.771037415292,2006.25690786311,145.22317429011,0.012664616692,80.010474706,12.915,13.508,13.533,8.60658829464149,47.3898326467775,7.6000002432,6.59381248193661,955.95,335.64,0.5440009017344
